Int_no,Rue_1,Rue_2,Arrondissement,X,Y,long,lat
802,Dézéry,Sherbrooke,Rosemont - Petite-Patrie,300340.65,5044891.72,-73.5571056599472,45.5439254719739
803,Sherbrooke,Jardin Botanique,Rosemont - Petite-Patrie,300556.72,5046278.5,-73.5543507322004,45.5564055557545
804,Sherbrooke,Parc Maisonneuve,Rosemont - Petite-Patrie,300548.8,5046799.5,-73.5544567051913,45.5610936415681
805,Sherbrooke,Viau,Mercier - Hochelaga - Maisonneuve,300551.65,5047271.55,-73.5544242986849,45.5653413211072
806,Acadie,Gouin,Ahuntsic - Cartierville,288935.21,5044853.05,-73.7031598936564,45.5434111239151
807,2 e Avenue,Saint-Joseph,Rosemont - Petite-Patrie,299230.57,5044954.36,-73.5713218539662,45.544481138337
808,5 e Avenue,Masson,Rosemont - Petite-Patrie,298924.09,5045293.6,-73.5752506916353,45.5475312222897
809,5 e Avenue,Rosemont,Rosemont - Petite-Patrie,298297.78,5045557.1,-73.5832751143197,45.5498967218466
810,5 e Avenue,Saint-Joseph,Rosemont - Petite-Patrie,299305.39,5045130.12,-73.5703656864608,45.5460632836937
811,8 e Avenue,Masson,Rosemont - Petite-Patrie,299004.63,5045478.27,-73.5742214323066,45.5491936225623
812,Greene,Ste-Émilie/Sortie tun Atwater,Sud-Ouest,298713.94,5037749,-73.5778483483042,45.4796400494816
813,9 e Avenue,Henri-Valade/Saint-Joseph,Rosemont - Petite-Patrie,299406.66,5045379.36,-73.5690715389689,45.5483068249037
814,Henri-Bourassa Est,10 905 (Institut Pinel),Rivières-des-Prairies - Pointe-aux-Trembles,302282.22,5057154,-73.5323055154259,45.6542745855346
815,Georges-Vanier,Notre-Dame,Sud-Ouest,299189.87,5038345.98,-73.5717674311533,45.4850159343584
816,Chabot,Crémazie Ouest,Villeray - Saint-Michel - Parc-Extension,295461.67,5046199.43,-73.6196098833679,45.5556443674001
817,13 e Avenue,Jean-Talon,Rosemont - Petite-Patrie,297223.68,5046711.53,-73.5970491688877,45.5602738134754
818,15 e Avenue,Jean-Talon,Villeray - Saint-Michel - Parc-Extension,297333.6,5046885.65,-73.59564380467,45.5618417894913
819,15 e Avenue,Rosemont,Rosemont - Petite-Patrie,298705.62,5046225.17,-73.5780601601124,45.5559119331072
820,16 e Avenue,Beaubien,Rosemont - Petite-Patrie,298294.11,5046502.6,-73.5833346903296,45.5584046179147
821,16 e Avenue,Bélanger,Villeray - Saint-Michel - Parc-Extension,297696.97,5046764.18,-73.5909873146698,45.5607525650664
822,16 e Avenue,Masson,Rosemont - Petite-Patrie,299243.44,5046080.13,-73.5711698248643,45.5546113132922
823,1 ere Avenue,Beaubien,Rosemont - Petite-Patrie,297743.59,5045608.09,-73.5903734532254,45.5503501529281
824,16 e Avenue,Saint-Zotique,Rosemont - Petite-Patrie,297996.59,5046633.54,-73.5871474751455,45.5595800157621
825,13 e Avenue,Bélanger,Rosemont - Petite-Patrie,297556.97,5046535.08,-73.5927772701841,45.5586896054933
826,20 e Avenue,Bellechasse,Rosemont - Petite-Patrie,298774.07,5046679.73,-73.5771890159109,45.5600028120909
827,26 e Avenue,Beaubien,Rosemont - Petite-Patrie,298735.76,5047226.8,-73.5776865308336,45.5649251947278
828,26 e Avenue,Saint-Zotique,Rosemont - Petite-Patrie,298440.87,5047357.37,-73.58146594206,45.5660974741736
829,28 e Avenue,Rosemont,Rosemont - Petite-Patrie,299277.75,5047146.49,-73.5707424142867,45.5642070498944
830,31 e Avenue,Beaubien,Rosemont - Petite-Patrie,298929.85,5047540.18,-73.5752038870305,45.5677467528097
831,31 e Avenue,Saint-Zotique,Rosemont - Petite-Patrie,298633.83,5047671,-73.578997916165,45.5689213532871
832,41 e Avenue,Beaubien,Rosemont - Petite-Patrie,299328.07,5048188.58,-73.5701094585871,45.5735845058464
833,42 e Avenue,Rosemont,Rosemont - Petite-Patrie,299842.12,5048046.13,-73.5635217188099,45.5723065482637
834,30 e Avenue,Bélanger,Rosemont - Petite-Patrie,298295.16,5047739.57,-73.5833376964219,45.5695352849699
835,Assomption,Beaubien,Rosemont - Petite-Patrie,299508.48,5048483.08,-73.5678011342572,45.5762359034437
836,Assomption,Bélanger,Rosemont - Petite-Patrie,298923.17,5048769.85,-73.5753042524631,45.5788116499564
837,Assomption,Bellechasse,Rosemont - Petite-Patrie,299794.45,5048343.65,-73.564135526796,45.5749833850728
838,Assomption,Rosemont,Rosemont - Petite-Patrie,299910.48,5048285.77,-73.5626482697728,45.5744633877875
839,Assomption,Saint-Zotique,Rosemont - Petite-Patrie,299216.96,5048626.25,-73.5715380619339,45.5775219129708
840,Beaubien,Beaubien (pl),Mercier - Hochelaga - Maisonneuve,299830.59,5049234.82,-73.5636815336575,45.5830026631498
841,Beaubien,Lacordaire,Rosemont - Petite-Patrie,299707.92,5048941.71,-73.5652504574924,45.5803642843309
842,Beaubien,Pie-IX,Rosemont - Petite-Patrie,298578.85,5046967.19,-73.5796933365892,45.5625877547894
843,Beaubien,Saint-Michel,Rosemont - Petite-Patrie,298063.75,5046131.84,-73.586280288832,45.5550662045587
844,Beaubien,Viau,Rosemont - Petite-Patrie,299159.03,5047916.99,-73.5722721582838,45.5711393041634
845,Bélair,Saint-Michel,Villeray - Saint-Michel - Parc-Extension,297358.78,5046433.82,-73.5953143774138,45.5577763445648
846,Bélanger,Saint-Michel,Villeray - Saint-Michel - Parc-Extension,297463.89,5046387.35,-73.5939673312557,45.5573593074968
847,Bélanger,Viau,Rosemont - Petite-Patrie,298564.16,5048180.5,-73.5798969929873,45.5735053733575
848,Bellechasse,Pie-IX,Rosemont - Petite-Patrie,298871.41,5046837.9,-73.5759440598989,45.561426913825
849,Bellechasse,Saint-Michel,Rosemont - Petite-Patrie,298359.08,5046003.59,-73.582495912537,45.5539149618929
850,Bellechasse,Viau,Rosemont - Petite-Patrie,299453.08,5047787.58,-73.5685033742297,45.5699771532697
851,Bourbonnière,Dandurand,Rosemont - Petite-Patrie,299117.95,5046400.03,-73.5727808470543,45.5574888693018
852,Bourbonnière,Laurier,Rosemont - Petite-Patrie,299517.78,5046215.6,-73.5676574741191,45.5558324537026
853,Bourbonnière,Masson,Rosemont - Petite-Patrie,299330.28,5046302.95,-73.5700600484645,45.5566170110261
854,Bourbonnière,Rosemont,Rosemont - Petite-Patrie,298877.63,5046507.14,-73.5758603776995,45.5584506783622
855,Bourbonnière,Saint-Joseph,Rosemont - Petite-Patrie,299780.9,5046095.58,-73.5642860644559,45.5547544190232
856,Dandurand,Pie-IX,Rosemont - Petite-Patrie,299242.42,5046669.78,-73.5711895888292,45.559917174867
857,Dandurand,Saint-Michel,Rosemont - Petite-Patrie,298846.05,5045779.61,-73.5762560347945,45.5519038468763
858,Jean-Talon,Saint-Michel,Villeray - Saint-Michel - Parc-Extension,297122.12,5046551.59,-73.5983475929556,45.5588335083466
859,Lacordaire,Rosemont,Rosemont - Petite-Patrie,300123.15,5048744.06,-73.5599277669339,45.578588684692
860,Laurier,Pie-IX,Rosemont - Petite-Patrie,299678.37,5046468.62,-73.5656032028894,45.5581104131612
861,Laurier,Saint-Michel,Rosemont - Petite-Patrie,299300.89,5045587.11,-73.5704284500058,45.5501754051214
862,Masson,Pie-IX,Rosemont - Petite-Patrie,299454.83,5046571.66,-73.5684676614566,45.5590359214631
863,Masson,Saint-Michel,Rosemont - Petite-Patrie,299088.84,5045676.67,-73.5731452694826,45.5509795905254
864,Mont-Royal,Pie-IX,Rosemont - Petite-Patrie,300201.98,5046230.18,-73.5588940198484,45.5559685037243
865,Pie-IX,Rosemont,Rosemont - Petite-Patrie,299035.67,5046764.76,-73.5738390616232,45.5607701553514
866,Pie-IX,Saint-Joseph,Rosemont - Petite-Patrie,299902.95,5046366.43,-73.5627255256378,45.5571924887364
867,Pie-IX,Saint-Zotique,Rosemont - Petite-Patrie,298282.2,5047099.07,-73.5834951962795,45.563771739733
868,Rosemont,Saint-Michel,Rosemont - Petite-Patrie,298522.77,5045926.74,-73.5803983716042,45.5532249341563
869,Rosemont,Viau,Rosemont - Petite-Patrie,299627.67,5047704.43,-73.5662656934218,45.5692302624745
870,Saint-Joseph,Saint-Michel,Rosemont - Petite-Patrie,299470.96,5045514.16,-73.5682495289428,45.5495202976007
871,Saint-Michel,Saint-Zotique,Rosemont - Petite-Patrie,297766.68,5046257.58,-73.590087070393,45.5561947181112
872,Saint-Michel,Shaugnessy,Villeray - Saint-Michel - Parc-Extension,297032.9,5046607.53,-73.5994913174878,45.559335885211
873,Saint-Michel,Villeray,Villeray - Saint-Michel - Parc-Extension,296698.65,5046818.74,-73.6037763265391,45.5612326122895
874,Saint-Zotique,Viau,Rosemont - Petite-Patrie,298865.07,5048047.58,-73.5760399588866,45.5723119491606
875,Sorbiers,Viau,Rosemont - Petite-Patrie,299914.94,5047569.69,-73.56258396811,45.5680199042898
876,Golf (Boul. du),Henri-Bourassa Est,Rivières-des-Prairies - Pointe-aux-Trembles,298781.06,5054270.06,-73.5771930591918,45.6283027715386
877,6 e Avenue,Crémazie inter. Nord,Villeray - Saint-Michel - Parc-Extension,296259.84,5046708,-73.6093954322218,45.5602308933908
878,6 e Avenue,Crémazie inter. Sud,Villeray - Saint-Michel - Parc-Extension,296305.4,5046682,-73.6088113795239,45.559997494356
879,9 e Avenue,Jarry,Villeray - Saint-Michel - Parc-Extension,296167.73,5046977.12,-73.6105800662134,45.5626513855771
880,Champdoré,Saint-Michel,Villeray - Saint-Michel - Parc-Extension,294414.47,5048254.2,-73.6330665416263,45.5741189894951
881,Charland,Saint-Michel,Villeray - Saint-Michel - Parc-Extension,294218.77,5048418.28,-73.635577530103,45.575592480901
882,Denis-Papin,Saint-Michel,Villeray - Saint-Michel - Parc-Extension,295313.61,5047692.67,-73.6215352713929,45.5690790116031
883,Deville,Saint-Michel,Villeray - Saint-Michel - Parc-Extension,295781.72,5047397.87,-73.6155326354708,45.5664325328875
884,Émile-Journault,Saint-Michel,Villeray - Saint-Michel - Parc-Extension,295100.48,5047827.87,-73.6242684713848,45.57029264465
885,Hérelle,Saint-Michel,Villeray - Saint-Michel - Parc-Extension,296012.53,5047252.92,-73.6125731432451,45.5651311795008
886,Jarry,Saint-Michel,Villeray - Saint-Michel - Parc-Extension,296248.58,5047104.26,-73.6095465966157,45.563796429651
887,Legendre,Saint-Michel,Villeray - Saint-Michel - Parc-Extension,294852.82,5047981.52,-73.6274445649572,45.5716717378526
888,Louvain,Saint-Michel,Villeray - Saint-Michel - Parc-Extension,294619.01,5048128.95,-73.6304432324212,45.5729949756073
889,Robert,Saint-Michel inter. Nord,Villeray - Saint-Michel - Parc-Extension,295548.3,5047543.5,-73.618525714394,45.5677398933309
890,Robert,Saint-Michel inter. Sud,Villeray - Saint-Michel - Parc-Extension,295592.34,5047516,-73.6179609908117,45.5674930238298
891,Saint-Michel,Sauvé,Montréal-Nord,293989.73,5048554.2,-73.6385152229481,45.5768120076296
892,25 e Avenue,Grandes-Prairies,Villeray - Saint-Michel - Parc-Extension,295137.55,5049300.55,-73.6238226597446,45.5835447654527
893,26 e Avenue,Bélanger,Rosemont - Petite-Patrie,298142.36,5047491.07,-73.5852919292237,45.5672977583471
894,39 e Rue,Pie-IX,Villeray - Saint-Michel - Parc-Extension,295684.31,5048657.52,-73.6168040397554,45.5777659754621
895,43 e Rue,Pie-IX,Villeray - Saint-Michel - Parc-Extension,295476.51,5048788.87,-73.6194691890478,45.5789451475583
896,47 e Rue,Pie-IX,Villeray - Saint-Michel - Parc-Extension,295268.22,5048920.25,-73.6221407292909,45.580124520353
897,Bélair,Pie-IX,Villeray - Saint-Michel - Parc-Extension,297884.12,5047273.91,-73.5885972011346,45.5653411653146
898,Bélanger,Pie-IX,Villeray - Saint-Michel - Parc-Extension,297983.25,5047231.38,-73.5873266858895,45.5649594445424
900,Denis-Papin,Pie-IX,Villeray - Saint-Michel - Parc-Extension,295895.5,5048522.96,-73.6140955066368,45.5765578996972
901,Everett,Pie-IX,Villeray - Saint-Michel - Parc-Extension,297470.4,5047532.49,-73.5939011098241,45.5676637168782
902,Grandes-Prairies,Pie-IX,Villeray - Saint-Michel - Parc-Extension,295002.34,5049087.31,-73.6255510718625,45.5816240804318
903,Hérelle,Pie-IX,Villeray - Saint-Michel - Parc-Extension,296579.35,5048093.44,-73.6053259619171,45.5727013645128
904,Jarry,Pie-IX,Villeray - Saint-Michel - Parc-Extension,296790.06,5047961.39,-73.602624108997,45.5715155953345
905,Jean-Rivard,Pie-IX,Villeray - Saint-Michel - Parc-Extension,296371.64,5048225.98,-73.6079894990999,45.5738915149479
906,Jean-Talon,Pie-IX,Villeray - Saint-Michel - Parc-Extension,297668.26,5047407.54,-73.5913644626206,45.5665414325852
907,Pie-IX,Robert,Villeray - Saint-Michel - Parc-Extension,296159.72,5048358.23,-73.6107070858392,45.5750789411569
908,Pie-IX,Villeray,Villeray - Saint-Michel - Parc-Extension,297237.21,5047679.83,-73.5968908331185,45.5689870337704
909,Assomption,Métro,Mercier - Hochelaga - Maisonneuve,301138.38,5047693,-73.5469110413097,45.5691369991334
910,Assomption,Sherbrooke,Rosemont - Petite-Patrie,300819.82,5047844.38,-73.5509935209026,45.5704974161163
911,Baldwin,Sherbrooke,Mercier - Hochelaga - Maisonneuve,302383.15,5051481.06,-73.5309823518909,45.6032285252077
912,Bossuet,Sherbrooke,Mercier - Hochelaga - Maisonneuve,301125.39,5048485.97,-73.5470834252656,45.5762723261016
913,Cadillac,Marseille,Mercier - Hochelaga - Maisonneuve,301538.2,5048370.1,-73.5417932460986,45.5752317491892
914,Cadillac,Sherbrooke,Mercier - Hochelaga - Maisonneuve,301156.18,5048551.01,-73.5466893927072,45.5768577381659
915,Carignan,Sherbrooke,Mercier - Hochelaga - Maisonneuve,301306.35,5048900.09,-73.5447677147076,45.5799996378174
916,Boucherville,Curatteau (pl) inter. Est,Mercier - Hochelaga - Maisonneuve,301661.71,5050478.06,-73.5402242643958,45.594200371162
917,Boucherville,Curatteau (pl) inter. Ouest,Mercier - Hochelaga - Maisonneuve,301641.39,5050401.46,-73.5404842153649,45.5935110105809
918,Desautels,Sherbrooke,Mercier - Hochelaga - Maisonneuve,301507.34,5049383.24,-73.5421954813603,45.5843481479807
919,Dickson,Marseille,Mercier - Hochelaga - Maisonneuve,301359.24,5047996.75,-73.5440836205828,45.5718713660002
920,Dickson,Sherbrooke,Mercier - Hochelaga - Maisonneuve,300977.16,5048174.1,-73.54898028203,45.5734652235342
921,Dickson,Turenne,Rosemont - Petite-Patrie,300577.27,5048371.73,-73.5541055932455,45.5752412485237
922,Fletcher,Sherbrooke,Mercier - Hochelaga - Maisonneuve,302725.5,5052330.36,-73.5265972726936,45.6108718573749
923,Granby,Sherbrooke,Mercier - Hochelaga - Maisonneuve,301364.36,5049037.84,-73.5440253421238,45.5812394431949
924,Groseillers,Radisson/Sherbrooke,Mercier - Hochelaga - Maisonneuve,301715.85,5049885.17,-73.5395265932984,45.5888656183536
925,Haig,Sherbrooke,Mercier - Hochelaga - Maisonneuve,301582.64,5049563.04,-73.5412316955056,45.5859663943116
926,Haig,Marseille,Mercier - Hochelaga - Maisonneuve,301890.11,5049419.6,-73.5372904964893,45.5846770326417
927,Honoré-Beaugrand,Marseille,Mercier - Hochelaga - Maisonneuve,302394.81,5050589.6,-73.5308284855973,45.5952069618206
928,Honoré-Beaugrand,Sherbrooke,Mercier - Hochelaga - Maisonneuve,302067.27,5050732.14,-73.5350275216942,45.5964883668272
929,Lacordaire,Sherbrooke,Mercier - Hochelaga - Maisonneuve,301043.82,5048314.43,-73.5481272771342,45.5747283200338
930,Langelier,Marseille,Mercier - Hochelaga - Maisonneuve,301754.31,5049098.28,-73.5390287815752,45.5817851171359
931,Langelier,Sherbrooke,Mercier - Hochelaga - Maisonneuve,301433.92,5049204.17,-73.5431351253677,45.5827364709378
932,Liébert,Sherbrooke,Mercier - Hochelaga - Maisonneuve,302179.1,5050999.72,-73.5335955468217,45.5988965568234
933,Ormeaux,Sherbrooke,Mercier - Hochelaga - Maisonneuve,302445.6,5051629.18,-73.5301825007326,45.6045615631892
934,Pierre-Bernard,Sherbrooke,Mercier - Hochelaga - Maisonneuve,302569.15,5051926.56,-73.5285999972983,45.6072378751316
935,Saint-Donat,Sherbrooke,Mercier - Hochelaga - Maisonneuve,302276.8,5051231.53,-73.5323443951819,45.6009828084969
936,Sherbrooke,Taillon,Mercier - Hochelaga - Maisonneuve,302641.33,5052108.96,-73.527675440741,45.6088793862291
937,Sherbrooke,Place Versailles,Mercier - Hochelaga - Maisonneuve,301805.94,5050106.5,-73.5383733535159,45.5908576037288
938,Sherbrooke,Trianon,Mercier - Hochelaga - Maisonneuve,301761.82,5049997.2,-73.5389381370487,45.5898738992886
939,Assomption,Hochelaga,Mercier - Hochelaga - Maisonneuve,301700.52,5047426.92,-73.5397074694213,45.566745455126
940,Assomption,Pierre-de-Coubertin,Mercier - Hochelaga - Maisonneuve,301442.18,5047549.95,-73.5430179098669,45.5678513208577
941,Henri-Bourassa Est,Rodolphe-Forget,Rivières-des-Prairies - Pointe-aux-Trembles,299715.36,5055150.27,-73.5652198323824,45.6362305627928
942,Cadillac,Hochelaga,Mercier - Hochelaga - Maisonneuve,302005.51,5048149.61,-73.5358043718145,45.5732497441523
943,Curatteau,Hochelaga,Mercier - Hochelaga - Maisonneuve,302798.48,5050095.46,-73.5256524264163,45.590761827346
944,Curatteau,Tellier,Mercier - Hochelaga - Maisonneuve,303228.51,5049926.09,-73.5201404139737,45.5892388912629
945,Henri-Bourassa Est,Marco-Polo,Rivières-des-Prairies - Pointe-aux-Trembles,298235.62,5053739.14,-73.5841811829758,45.623520492481
946,Dickson,Pierre-de-Coubertin,Mercier - Hochelaga - Maisonneuve,301571.52,5047895.47,-73.5413631837524,45.5709610333487
947,Fletcher,Hochelaga,Mercier - Hochelaga - Maisonneuve,303563.53,5052121.07,-73.5158523163923,45.6089906076029
948,Haig,Hochelaga,Mercier - Hochelaga - Maisonneuve,302423.01,5049168.6,-73.5304601157357,45.582420484038
949,Haig,Pierre-de-Coubertin,Mercier - Hochelaga - Maisonneuve,302204.81,5049271.1,-73.5332568000222,45.583342030262
950,Hector,Hochelaga,Mercier - Hochelaga - Maisonneuve,303626.26,5052304.52,-73.5150485201307,45.6106414473534
951,Hochelaga,Honoré-Beaugrand,Mercier - Hochelaga - Maisonneuve,302892.79,5050371.68,-73.5244447839709,45.5932475996716
952,Hochelaga,Institut Universitaire de Santé Mentale de Montréal,Mercier - Hochelaga - Maisonneuve,302737.62,5049768.5,-73.5264310559653,45.5878195677038
953,Saint-Michel,William-Tremblay,Rosemont - Petite-Patrie,299966.44,5045312.16,-73.5619018775436,45.54770624527
954,Chemin-des-Moulins,Pierre-Dupuy int. Ouest,Ville-Marie,301344.38,5038768,-73.5442089034864,45.4888274526492
955,Hochelaga,Langelier,Mercier - Hochelaga - Maisonneuve,302298.71,5048840.79,-73.5320512887246,45.5794703136634
956,Hochelaga,Lapointe,Mercier - Hochelaga - Maisonneuve,303054.98,5050808.48,-73.5223675500731,45.5971784759156
957,Hochelaga,Lebrun,Mercier - Hochelaga - Maisonneuve,303156.31,5051052.6,-73.5210695310803,45.5993753827019
958,Hochelaga,Liébert,Mercier - Hochelaga - Maisonneuve,302989.98,5050652.49,-73.5232001372555,45.5957746677863
959,Hochelaga,Louis-Veuillot,Mercier - Hochelaga - Maisonneuve,301922.61,5047979.61,-73.5368655260845,45.5717196921635
960,Hochelaga,Ormeaux des,Mercier - Hochelaga - Maisonneuve,303254.61,5051289.1,-73.5198102280349,45.6015037003322
961,Hochelaga,Pierre-Bernard,Mercier - Hochelaga - Maisonneuve,303381.99,5051588.11,-73.5181782232238,45.6041945450971
962,Hochelaga,Polyvalente Edouard-Montpetit,Mercier - Hochelaga - Maisonneuve,302149.44,5048484,-73.5339620843005,45.5762592538727
963,Hochelaga,Taillon,Mercier - Hochelaga - Maisonneuve,303468.75,5051830.44,-73.5170666619571,45.6063752669705
964,Langelier,Pierre-de-Coubertin,Mercier - Hochelaga - Maisonneuve,302059.87,5048953.6,-73.535112393595,45.5804845129973
965,Louis-Veuillot,Pierre-de-Coubertin,Mercier - Hochelaga - Maisonneuve,301670.3,5048100.6,-73.5400989313365,45.5728073097807
966,Bossuet,Notre-Dame,Mercier - Hochelaga - Maisonneuve,303049.7,5047566.22,-73.5224236114582,45.5680036224603
967,Boucherville,Notre-Dame,Mercier - Hochelaga - Maisonneuve,304129.55,5049412.86,-73.5085918673822,45.5846221473111
968,Cadillac,Notre-Dame,Mercier - Hochelaga - Maisonneuve,303076.71,5047640.12,-73.5220778388867,45.5686686661716
969,Duke,William,Sud-Ouest,300211.95,5039723.06,-73.5587053809939,45.4974149782876
970,Curatteau,Notre-Dame,Mercier - Hochelaga - Maisonneuve,304172.96,5049550.01,-73.5080357410341,45.5858563046578
971,Dickson,Notre-Dame,Mercier - Hochelaga - Maisonneuve,302962.22,5047229.34,-73.5235430772164,45.5649720398608
972,Futailles,Notre-Dame,Mercier - Hochelaga - Maisonneuve,303871.92,5048999.12,-73.5118926291561,45.5808988930222
973,Georges-Bizet,Notre-Dame,Mercier - Hochelaga - Maisonneuve,304037.52,5050111.61,-73.5097723297372,45.5909096119098
974,Haig,Notre-Dame,Mercier - Hochelaga - Maisonneuve,303628.92,5048604.46,-73.5150055406119,45.5773472535611
975,Hector,Notre-Dame,Mercier - Hochelaga - Maisonneuve,303950.21,5052223.11,-73.5108950155542,45.609909370578
976,Honoré-Beaugrand,Notre-Dame,Mercier - Hochelaga - Maisonneuve,304120.92,5049833.11,-73.5087030458192,45.5884036737125
977,Lebrun,Notre-Dame,Mercier - Hochelaga - Maisonneuve,303873.4,5050748.35,-73.511876983235,45.5966389815644
978,Saint-Patrick,Wellington,Sud-Ouest,300340.06,5038786.16,-73.5570576647545,45.4889851692354
